Protein,Gene,Transcript,SignalP,TargetP,TMHMM,PredGPI,WoLF.PSORT,SecretomeP,Uniprot
ENSP00000419158,ENSG00000122705,ENST00000464497,0.115,0.065,PredHel=0,0.714674,"cyto 20, cyto_nucl 14, nucl 6, mito 3",0.93,F8WF69
ENSP00000432208,ENSG00000162772,ENST00000464547,0.15,0.235,PredHel=0,0.724618,"nucl 31, cyto_nucl 17",0.94,P18847
ENSP00000435027,ENSG00000204852,ENST00000464809,0.897,0.959,PredHel=0,0.957172,extr 32,0.912,E9PIB8
ENSP00000417853,ENSG00000186501,ENST00000464813,0.128,0.227,PredHel=1,0.990042,"extr 17, mito 8, cyto 6, cyto_nucl 4.5",0.915,H0Y870
ENSP00000457941,ENSG00000184517,ENST00000464850,0.101,0.1,PredHel=0,0.35575,"nucl 14, cyto_nucl 13, cyto 10, extr 8",0.917,H3BV40
ENSP00000434041,ENSG00000079393,ENST00000464872,0.128,0.061,PredHel=0,0.895405,"cyto 9.5, cyto_mito 8.5, mito 6.5, plas 4.5, ",0.925,E9PSD4
ENSP00000418477,ENSG00000176597,ENST00000464923,0.208,0.912,PredHel=1,0.912429,"extr 26.5, extr_plas 14, lyso 2",0.962,C9J5K2
ENSP00000427843,ENSG00000143702,ENST00000464936,0.106,0.041,PredHel=0,0.805595,"cyto_nucl 17.5, cyto 16, nucl 13",0.923,E5RG47
ENSP00000463783,ENSG00000214946,ENST00000464963,0.103,0.059,PredHel=0,0.780203,"cyto 18, extr 10, cyto_nucl 10",0.913,J3QQK9
ENSP00000464712,ENSG00000142599,ENST00000464972,0.22,0.157,PredHel=0,0.524145,"extr 20, cyto 9",0.912,K7EIE3
ENSP00000467840,ENSG00000142583,ENST00000464985,0.279,0.851,PredHel=3,0.982854,"plas 25, lyso 5",0.913,K7EQI3
ENSP00000428213,ENSG00000135747,ENST00000465049,0.16,0.12,PredHel=0,0.92693,"extr 16, cyto_nucl 8.5, nucl 8, extr_plas 8",0.904,F2Z2N8
ENSP00000418904,ENSG00000139496,ENST00000465068,0.215,0.093,PredHel=0,0.940502,"nucl 15, cyto_nucl 12, extr 9, cyto 7",0.929,F8WC35
ENSP00000428391,ENSG00000104313,ENST00000465115,0.1,0.034,PredHel=0,0.868984,"cyto 18.5, cyto_nucl 15, nucl 8.5, extr 2, E.",0.938,E5RIQ7
ENSP00000433185,ENSG00000223957,ENST00000465246,0.323,0.304,PredHel=1,0.71932,"extr 28, plas 2",0.949,E9PIF4
ENSP00000432842,ENSG00000214046,ENST00000465250,0.474,0.781,PredHel=0,0.753133,"cyto 12, extr 9, mito 7, lyso 2",0.915,E9PNA8
ENSP00000435394,ENSG00000088280,ENST00000465372,0.147,0.219,PredHel=0,0.997403,"nucl 20.5, cyto_nucl 14.5, cyto 7.5",0.9,H0YEB0
ENSP00000420534,ENSG00000196998,ENST00000465382,0.119,0.057,PredHel=0,0.929671,"mito 18, cyto 8, extr 3",0.919,C9JE01
ENSP00000418079,ENSG00000082781,ENST00000465464,0.113,0.061,PredHel=0,0.809514,"extr 29, cyto 2.5",0.937,F8WBG2
ENSP00000474739,ENSG00000085832,ENST00000465467,0.13,0.047,PredHel=0,0.998082,"nucl 16.5, cyto_nucl 14.5, cyto 9.5, extr 3",0.934,S4R3U1
ENSP00000417957,ENSG00000147996,ENST00000465474,0.102,0.082,PredHel=0,0.442157,"cyto 15, extr 9, nucl 6",0.929,F2Z3P0
ENSP00000434226,ENSG00000168658,ENST00000465555,0.158,0.268,PredHel=0,0.844953,"cyto 26.5, cyto_nucl 14, mito 4",0.91,H0YDS6
ENSP00000417329,ENSG00000051382,ENST00000465581,0.282,0.861,PredHel=0,0.879604,"cyto 14.5, cysk 10, cyto_nucl 9.5, nucl 3.5",0.906,C9J345
ENSP00000420204,ENSG00000033100,ENST00000465601,0.368,0.054,PredHel=0,0.8244,"extr 16, mito 8, extr_plas 8",0.94,H7C5L5
ENSP00000420164,ENSG00000163520,ENST00000465610,0.88,0.964,PredHel=0,0.697484,"extr 24, pero 2.5, cyto 2, lyso 2, mito_pero ",0.963,C9JQS6
ENSP00000417810,ENSG00000163947,ENST00000465659,0.111,0.035,PredHel=0,0.996381,"nucl 22.5, mito_nucl 13.8333, cyto_nucl 13.66",0.94,H7C4P0
ENSP00000431927,ENSG00000088448,ENST00000465753,0.132,0.09,PredHel=0,0.755586,"extr 27, cyto 3.5, cyto_nucl 3",0.951,Q8IUW1
ENSP00000420246,ENSG00000174928,ENST00000465810,0.122,0.198,PredHel=0,0.967742,"cyto 20.5, cyto_nucl 18, nucl 8.5",0.949,F8WDI1
ENSP00000418255,ENSG00000179603,ENST00000465844,0.157,0.487,PredHel=0,0.999886,"extr 13, plas 11, mito 3, pero 3, mito_pero 3",0.956,H7C4V5
ENSP00000473297,ENSG00000004487,ENST00000465864,0.107,0.061,PredHel=0,0.621618,"extr 19, cyto_nucl 8.5, cyto 7, nucl 4",0.923,R4GMQ1
ENSP00000437322,ENSG00000223833,ENST00000465928,0.939,0.981,PredHel=0,0.479414,extr 30,0.964,A0A0G2JKT7
ENSP00000417179,ENSG00000106336,ENST00000466053,0.116,0.034,PredHel=0,0.934388,"extr 18, cyto 6.5, cyto_nucl 6, nucl 4.5",0.923,C9J4S8
ENSP00000436334,ENSG00000132196,ENST00000466176,0.326,0.286,PredHel=0,0.111219,"extr 21, cyto 6, mito 3.5, mito_pero 2.5",0.905,F2Z2C2
ENSP00000451190,ENSG00000203791,ENST00000466270,0.101,0.048,PredHel=0,0.967094,"cyto 23, nucl 5, mito 2, cysk 2",0.958,G3V238
ENSP00000446904,ENSG00000115844,ENST00000466293,0.128,0.081,PredHel=0,0.896765,"nucl 26, cyto_nucl 16, cyto 4",0.971,Q07687
ENSP00000466001,ENSG00000066651,ENST00000466316,0.301,0.841,PredHel=0,0.664603,"mito 12, extr 11, cyto 6.5, cyto_nucl 5",0.964,V9GXZ6
ENSP00000420199,ENSG00000136068,ENST00000466455,0.099,0.055,PredHel=0,0.452752,"cyto 16, cyto_nucl 15, nucl 10, extr 4",0.927,H7C5L4
ENSP00000419508,ENSG00000082996,ENST00000466478,0.346,0.99,PredHel=0,0.965865,"extr 23, nucl 4, cyto_nucl 4, mito 3",0.91,C9JU37
ENSP00000476770,ENSG00000160783,ENST00000466489,0.102,0.09,PredHel=0,0.904345,"nucl 16.5, cyto_nucl 14.5, extr 8, cyto 7.5",0.942,V9GYI0
ENSP00000418401,ENSG00000144867,ENST00000466490,0.104,0.403,PredHel=1,0.769199,"cyto 14, plas 6.5, extr_plas 6, pero 5, nucl ",0.929,Q9Y5M8
ENSP00000431120,ENSG00000143643,ENST00000466507,0.469,0.944,PredHel=1,0.168159,"extr 21.5, extr_plas 11.5, mito 5, cyto 3",0.953,E5RJP6
ENSP00000436533,ENSG00000189050,ENST00000466544,0.294,0.164,PredHel=0,0.949422,"extr 17, nucl 10, cyto 3",0.945,E9PI44
ENSP00000432855,ENSG00000104388,ENST00000466595,0.143,0.139,PredHel=0,0.360959,"mito 22, cyto_nucl 6, nucl 4.5, cyto 4.5",0.942,H0YD31
ENSP00000436078,ENSG00000125430,ENST00000466596,0.168,0.196,PredHel=1,0.488751,"nucl 10, mito 8, cyto 4, plas 3, cyto_golg 3,",0.909,Q9Y662
ENSP00000417316,ENSG00000144867,ENST00000466636,0.114,0.046,PredHel=0,0.639367,"cyto 19, cyto_nucl 12, mito 7, nucl 3",0.918,H7C4H2
ENSP00000418009,ENSG00000106538,ENST00000466675,0.831,0.9,PredHel=0,0.749357,extr 31,0.971,Q99969
ENSP00000417699,ENSG00000114098,ENST00000466749,0.254,0.317,PredHel=0,0.716717,"cyto 15, extr 10, cyto_nucl 8.83333, cyto_per",0.912,C9J8P8
ENSP00000417406,ENSG00000058063,ENST00000466758,0.106,0.092,PredHel=0,0.758212,"extr 20, cyto 8.5, cyto_nucl 5.5",0.907,H0Y854
ENSP00000417321,ENSG00000231852,ENST00000466779,0.494,0.988,PredHel=0,0.868077,"extr 20, E.R. 8, nucl 1, mito 1, lyso 1, golg",0.949,E7ERT7
ENSP00000420073,ENSG00000043093,ENST00000466812,0.103,0.077,PredHel=0,0.537188,"cyto 17.5, cyto_nucl 17, nucl 7.5, extr 4",0.927,C9JRU6
ENSP00000417930,ENSG00000135248,ENST00000466842,0.106,0.105,PredHel=0,0.965276,"extr 10, cyto 9, mito 7.5, mito_pero 5.5, nuc",0.923,H7C4R1
ENSP00000435692,ENSG00000163479,ENST00000466905,0.862,0.837,PredHel=0,0.99754,extr 31,0.927,E9PJ35
ENSP00000433241,ENSG00000196517,ENST00000466926,0.302,0.351,PredHel=0,0.897013,"mito 19, cyto_nucl 5, extr 4, nucl 4, cyto 4",0.952,E9PLM5
ENSP00000476896,ENSG00000099250,ENST00000466932,0.108,0.052,PredHel=0,0.526659,"cyto 22, nucl 6, extr 3",0.915,V9GYL7
ENSP00000417200,ENSG00000121542,ENST00000466950,0.204,0.132,PredHel=0,0.912935,"extr 16, cyto_nucl 8.5, cyto 8, extr_plas 8",0.936,F8WAU7
ENSP00000473633,ENSG00000215845,ENST00000466967,0.101,0.049,PredHel=0,0.713537,"cyto 21, cyto_nucl 13, extr 6, nucl 3, extr_p",0.917,R4GNF9
ENSP00000476861,ENSG00000126768,ENST00000466995,0.137,0.112,PredHel=0,0.380031,extr 30,0.908,V9GYK7
ENSP00000420600,ENSG00000158163,ENST00000467030,0.137,0.054,PredHel=0,0.980624,"cyto 14.5, cyto_nucl 13, extr 8, nucl 6.5",0.967,C9JD19
ENSP00000420203,ENSG00000082482,ENST00000467031,0.153,0.238,PredHel=3,0.43439,plas 29,0.914,O95069
ENSP00000435258,ENSG00000228116,ENST00000467040,0.855,0.978,PredHel=1,0.831781,"extr 28, lyso 3",0.903,A0A0G2JKR3
ENSP00000434369,ENSG00000124222,ENST00000467096,0.132,0.041,PredHel=0,0.446093,"mito 25, cyto 4",0.922,O14662
ENSP00000462668,ENSG00000168961,ENST00000467111,0.13,0.072,PredHel=0,0.775427,"cyto_nucl 15, nucl 12.5, cyto 10.5, extr 7",0.956,J3QKK6
ENSP00000419618,ENSG00000114491,ENST00000467167,0.188,0.209,PredHel=0,0.98027,"extr 21, cyto_nucl 6, mito 3",0.904,F2Z303
ENSP00000477118,ENSG00000273047,ENST00000467211,0.189,0.219,PredHel=0,0.973891,"mito 13.5, extr 9, E.R._mito 7.5, cyto 5.5, c",0.931,V9GYV3
ENSP00000419459,ENSG00000163320,ENST00000467332,0.113,0.07,PredHel=0,0.968576,"extr 12, mito 10, nucl 9.5, cyto_nucl 5.5",0.908,C9JUJ0
ENSP00000418841,ENSG00000133619,ENST00000467333,0.14,0.048,PredHel=0,0.758152,"nucl 13, extr 11, cyto 8",0.93,H7C530
ENSP00000419360,ENSG00000113810,ENST00000467468,0.11,0.046,PredHel=0,0.955218,"mito 15, cyto 11, nucl 3",0.903,C9JVD8
ENSP00000440132,ENSG00000180287,ENST00000467561,0.107,0.077,PredHel=1,0.892315,"plas 26, nucl 3",0.92,F5GXZ8
ENSP00000473640,ENSG00000198917,ENST00000467582,0.428,0.7,PredHel=0,0.817286,extr 29,0.943,R4GNG4
ENSP00000471112,ENSG00000161249,ENST00000467637,0.101,0.052,PredHel=0,0.892598,"cyto 13.5, cyto_nucl 12, nucl 9.5, extr 9",0.934,M0R0A5
ENSP00000419509,ENSG00000091732,ENST00000467642,0.108,0.065,PredHel=0,0.732983,"cyto 19.5, cyto_nucl 14.5, nucl 6.5, extr 4",0.921,F8WF13
ENSP00000418547,ENSG00000182504,ENST00000467655,0.125,0.147,PredHel=0,0.739341,"cyto 24.5, cyto_nucl 13, mito 2, cysk 2",0.912,H7C4Y5
ENSP00000473635,ENSG00000111653,ENST00000467678,0.104,0.109,PredHel=0,0.293287,"extr 24, nucl 5, cyto_nucl 5",0.982,R4GNG1
ENSP00000419610,ENSG00000204564,ENST00000467801,0.257,0.913,PredHel=0,0.935249,"mito 18, cyto 6.5, cyto_nucl 6, nucl 4.5",0.937,H7C5D3
ENSP00000417994,ENSG00000138835,ENST00000467805,0.105,0.04,PredHel=0,0.858429,"nucl 21, cyto 7, extr 3",0.933,C9J582
ENSP00000447082,ENSG00000004455,ENST00000467905,0.133,0.072,PredHel=0,0.987062,"cyto 22.5, cyto_nucl 15, mito 5",0.906,F8W1A4
ENSP00000444610,ENSG00000163040,ENST00000467992,0.171,0.082,PredHel=0,0.969927,"mito 17, nucl 9.5, cyto_nucl 8.16667, cyto 3.",0.907,F5GZA4
ENSP00000418922,ENSG00000114796,ENST00000468001,0.101,0.035,PredHel=0,0.917514,"extr 14, cyto_nucl 9.16667, nucl 8, cyto 6, c",0.945,C9J0A6
ENSP00000417566,ENSG00000204427,ENST00000468037,0.13,0.081,PredHel=0,0.977487,"extr 19, cyto 7.5, cyto_nucl 7.16667, cyto_pe",0.943,F2Z3Q3
ENSP00000476311,ENSG00000067057,ENST00000468050,0.575,0.867,PredHel=0,0.0125173,"extr 22, cyto 5, lyso 2",0.914,V9GY25
ENSP00000470673,ENSG00000156273,ENST00000468059,0.105,0.09,PredHel=0,0.9308,"nucl 31.5, cyto_nucl 16.5",0.941,M0QZP0
ENSP00000418673,ENSG00000005302,ENST00000468149,0.117,0.052,PredHel=0,0.783259,"nucl 20, cyto_nucl 16, cyto 10",0.9,F8WC61
ENSP00000419810,ENSG00000095794,ENST00000468236,0.103,0.096,PredHel=0,0.858199,nucl 32,0.962,Q03060
ENSP00000417827,ENSG00000163618,ENST00000468271,0.108,0.047,PredHel=0,0.944238,"cyto 13, extr 7, nucl 6, mito 6, mito_nucl 6",0.912,H7C4P2
ENSP00000424945,ENSG00000067606,ENST00000468310,0.125,0.041,PredHel=0,0.63811,"extr 28, cyto 4",0.968,F2Z3C5
ENSP00000473298,ENSG00000151208,ENST00000468332,0.172,0.101,PredHel=0,0.609148,"nucl 17, cyto 12",0.921,R4GMQ2
ENSP00000419427,ENSG00000153002,ENST00000468341,0.806,0.832,PredHel=0,0.0633628,"extr 24, E.R. 7",0.918,C9JUX7
ENSP00000467607,ENSG00000175262,ENST00000468348,0.343,0.868,PredHel=0,0.845237,"extr 17, nucl 9.5, cyto_nucl 8.5, extr_plas 8",0.949,K7EPZ7
ENSP00000435341,ENSG00000130770,ENST00000468425,0.418,0.264,PredHel=0,0.0162954,"mito 15, cyto 6.5, cyto_nucl 6, nucl 4.5, ext",0.926,A0A0B4J230
ENSP00000418138,ENSG00000243238,ENST00000468494,0.856,0.926,PredHel=0,0.353813,extr 29,0.906,A0A075B6S3
ENSP00000420451,ENSG00000213186,ENST00000468542,0.099,0.093,PredHel=0,0.811377,"nucl 31.5, cyto_nucl 16.5",0.933,C9JNB9
ENSP00000418796,ENSG00000176142,ENST00000468676,0.266,0.292,PredHel=3,0.839836,plas 30,0.961,C9IYN1
ENSP00000417677,ENSG00000176261,ENST00000468695,0.102,0.06,PredHel=0,0.632056,"cyto_nucl 17, cyto 16.5, nucl 12.5",0.945,A8K0B5
ENSP00000445068,ENSG00000148541,ENST00000468696,0.102,0.036,PredHel=0,0.800071,"nucl 20, extr 7, cyto 4",0.912,H0YGW3
ENSP00000417167,ENSG00000168297,ENST00000468776,0.125,0.123,PredHel=0,0.746696,"extr 22, nucl 6, cyto 4",0.923,F8WAW8
ENSP00000418811,ENSG00000077279,ENST00000468911,0.106,0.022,PredHel=0,0.640603,"cyto 20.5, cyto_nucl 15, nucl 8.5",0.936,E7EU50
ENSP00000418321,ENSG00000214113,ENST00000468929,0.136,0.024,PredHel=0,0.966277,"extr 15, mito 12, nucl 3",0.944,C9J799
ENSP00000419710,ENSG00000112651,ENST00000468957,0.409,0.175,PredHel=0,0.169856,"mito 27, extr 2, nucl 2",0.929,C9JZW2
ENSP00000452448,ENSG00000092108,ENST00000469043,0.106,0.216,PredHel=0,0.923276,"extr 11, nucl 4, cyto 4, cyto_nucl 4, mito 3.",0.93,H0YJY1
ENSP00000418104,ENSG00000231852,ENST00000469053,0.496,0.984,PredHel=0,0.979912,extr 32,0.936,F8WBR4
ENSP00000473630,ENSG00000001497,ENST00000469091,0.209,0.312,PredHel=0,0.991523,"extr 14, cyto_nucl 8.83333, cyto 8.5, nucl 7,",0.936,R4GNF7
ENSP00000418664,ENSG00000113971,ENST00000469232,0.105,0.045,PredHel=0,0.738177,"cyto 17.5, cyto_nucl 10.5, mito 8, extr 3",0.921,A0A0C4DG93
ENSP00000435187,ENSG00000228116,ENST00000469283,0.139,0.14,PredHel=0,0.916422,"cyto 13, cyto_nucl 11, extr 8, mito 6, nucl 5",0.902,NA
ENSP00000448827,ENSG00000144355,ENST00000469444,0.109,0.083,PredHel=0,0.544707,nucl 32,0.962,F8VXJ2
ENSP00000420618,ENSG00000110680,ENST00000469608,0.855,0.933,PredHel=0,0.768643,extr 32,0.948,P01258
ENSP00000431700,ENSG00000126091,ENST00000469715,0.212,0.983,PredHel=1,0.639212,"extr 28, lyso 4",0.952,Q11203
ENSP00000471589,ENSG00000188493,ENST00000469741,0.138,0.104,PredHel=0,0.556998,"extr 21, nucl 8",0.92,Q6ZWG5
ENSP00000433081,ENSG00000111653,ENST00000469749,0.101,0.058,PredHel=0,0.807273,"extr 27, cyto 5",0.935,A4KYM5
ENSP00000419473,ENSG00000114098,ENST00000469860,0.173,0.183,PredHel=0,0.934936,"cyto 21, cyto_nucl 13.5, mito 8",0.92,H7C5B7
ENSP00000419830,ENSG00000243989,ENST00000469863,0.109,0.092,PredHel=0,0.84005,"cyto_nucl 15.5, cyto 13.5, nucl 10.5, extr 7",0.918,C9JYZ0
ENSP00000420334,ENSG00000147996,ENST00000469921,0.102,0.082,PredHel=0,0.442157,"cyto 15, extr 9, nucl 6",0.929,F2Z3P0
ENSP00000418637,ENSG00000174564,ENST00000469964,0.254,0.986,PredHel=1,0.940371,"extr 17, cyto 9, nucl 4",0.965,F8WC67
ENSP00000420322,ENSG00000112655,ENST00000470019,0.81,0.83,PredHel=1,0.829258,"extr 14.5, extr_plas 9.5, mito 8, plas 3.5, l",0.945,F8WDG7
ENSP00000475118,ENSG00000136811,ENST00000470061,0.117,0.067,PredHel=0,0.829503,"extr 14, nucl 8.5, cyto_nucl 6, mito 5, cyto ",0.946,S4R462
ENSP00000463754,ENSG00000108474,ENST00000470116,0.521,0.983,PredHel=1,0.982237,extr 30,0.937,J3QQI7
ENSP00000417237,ENSG00000163660,ENST00000470121,0.163,0.053,PredHel=0,0.845139,"cyto_mito 9, cyto_nucl 8.83333, mito 8.5, cyt",0.96,Q9UK58
ENSP00000419836,ENSG00000082996,ENST00000470151,0.346,0.99,PredHel=0,0.968996,"extr 22, nucl 5, cyto_nucl 4, mito 3",0.929,C9JYY4
ENSP00000420684,ENSG00000181722,ENST00000470311,0.114,0.035,PredHel=0,0.666892,"extr 15, cyto_nucl 12, nucl 8, cyto 8",0.944,C9JCX0
ENSP00000434367,ENSG00000134744,ENST00000470626,0.103,0.049,PredHel=0,0.779653,"extr 20, cyto 10, extr_plas 10",0.906,E9PQS7
ENSP00000420068,ENSG00000091732,ENST00000470651,0.106,0.066,PredHel=0,0.443602,"cyto 20, cyto_nucl 15.5, nucl 7, extr 3",0.945,F8WDK5
ENSP00000433448,ENSG00000236979,ENST00000470666,0.939,0.981,PredHel=0,0.479414,extr 30,0.964,A0A0G2JKT7
ENSP00000475707,ENSG00000100142,ENST00000470701,0.105,0.112,PredHel=0,0.254958,"cyto 16, cyto_nucl 12, extr 9, nucl 6",0.919,U3KQB0
ENSP00000419746,ENSG00000122705,ENST00000470744,0.115,0.065,PredHel=0,0.71395,"cyto 21, nucl 5, extr 3",0.934,P09496
ENSP00000476816,ENSG00000132676,ENST00000470830,0.112,0.075,PredHel=0,0.862089,"mito 17, cyto 9, mito_pero 9",0.904,V9GYJ3
ENSP00000418485,ENSG00000166922,ENST00000471027,0.618,0.406,PredHel=0,0.973798,"nucl 10.5, cyto_nucl 9, mito 8, cyto 6.5, ext",0.957,H7C4X7
ENSP00000419501,ENSG00000136521,ENST00000471112,0.602,0.916,PredHel=0,0.0681032,"extr 27, mito 3",0.936,H7C5C1
ENSP00000463607,ENSG00000108557,ENST00000471135,0.1,0.029,PredHel=0,0.468716,"nucl 15, extr 13, cyto 4",0.908,J3QLL5
ENSP00000418699,ENSG00000213186,ENST00000471155,0.106,0.114,PredHel=0,0.831951,"nucl 30.5, cyto_nucl 16.5",0.901,C9IZE0
ENSP00000417458,ENSG00000188761,ENST00000471267,0.145,0.431,PredHel=0,0.643463,"extr 17, nucl 7, mito 4, cyto 3",0.9,I6LA81
ENSP00000418613,ENSG00000090097,ENST00000471308,0.109,0.085,PredHel=0,0.617634,"cyto 20.5, cyto_nucl 14, extr 7",0.921,F8WC71
ENSP00000473624,ENSG00000148444,ENST00000471350,0.145,0.067,PredHel=0,0.935,"nucl 12.5, cyto_nucl 12.5, extr 11, cyto 7.5",0.936,R4GNF2
ENSP00000418583,ENSG00000168268,ENST00000471522,0.113,0.166,PredHel=0,0.370946,"cyto 23.5, cyto_nucl 14, extr 4",0.93,C9J036
ENSP00000449309,ENSG00000257921,ENST00000471530,0.189,0.161,PredHel=0,0.97873,plas 32,0.936,H0YIG0
ENSP00000431207,ENSG00000187021,ENST00000471549,0.903,0.942,PredHel=0,0.167094,extr 29,0.938,E9PMA6
ENSP00000473473,ENSG00000184925,ENST00000471615,0.137,0.187,PredHel=0,0.797534,"extr 18, cyto 7.5, cyto_nucl 7, nucl 5.5",0.918,R4GN38
ENSP00000418561,ENSG00000231852,ENST00000471671,0.494,0.987,PredHel=0,0.0658807,"extr 18, E.R. 11",0.911,E7EN87
ENSP00000471586,ENSG00000077150,ENST00000471698,0.101,0.065,PredHel=0,0.380546,"extr 14, cyto 9.5, cyto_nucl 8, nucl 5.5",0.934,M0R119
ENSP00000473903,ENSG00000204852,ENST00000471804,0.897,0.956,PredHel=0,0.267957,extr 32,0.923,S4R339
ENSP00000420285,ENSG00000239819,ENST00000471857,0.877,0.959,PredHel=0,0.95904,extr 31,0.925,A0A087WSZ0
ENSP00000474148,ENSG00000056586,ENST00000471874,0.126,0.286,PredHel=0,0.832051,"nucl 30, cyto_nucl 17",0.959,Q9HBD1
ENSP00000420755,ENSG00000169282,ENST00000472028,0.305,0.129,PredHel=0,0.195761,"cyto 13.5, mito 12, cyto_nucl 8, extr 4",0.937,C9JBV8
ENSP00000437272,ENSG00000173681,ENST00000472158,0.117,0.046,PredHel=0,0.804134,"cyto 18, cyto_nucl 16, nucl 12",0.936,F2Z385
ENSP00000420279,ENSG00000204930,ENST00000472182,0.105,0.063,PredHel=0,0.624744,"cyto 13.5, cyto_nucl 12, nucl 9.5, extr 7",0.916,C9JPK8
ENSP00000419141,ENSG00000112062,ENST00000472333,0.157,0.183,PredHel=0,0.403343,"cyto 20.5, cyto_nucl 14, nucl 4.5, extr 4",0.919,E7EX54
ENSP00000420523,ENSG00000188313,ENST00000472349,0.105,0.081,PredHel=0,0.722843,"cyto 14.5, extr 11, cyto_nucl 9.5, nucl 3.5",0.924,C9JE06
ENSP00000417936,ENSG00000178075,ENST00000472384,0.102,0.066,PredHel=0,0.728846,"nucl 22, cyto_nucl 16, cyto 6",0.902,B4DF12
ENSP00000474545,ENSG00000169807,ENST00000472391,0.205,0.131,PredHel=0,0.589824,extr 29,0.92,O14603
ENSP00000417080,ENSG00000250588,ENST00000472451,0.1,0.028,PredHel=0,0.401423,"nucl 15, cyto_nucl 12.5, extr 9, cyto 8",0.902,C9J615
ENSP00000465080,ENSG00000120948,ENST00000472476,0.106,0.127,PredHel=0,0.910083,"extr 16, cyto 9, cyto_nucl 9, nucl 5",0.969,K7EJ99
ENSP00000444580,ENSG00000079393,ENST00000472493,0.128,0.047,PredHel=0,0.897815,"cyto 9.5, cyto_mito 9, mito 7.5, nucl 4, pero",0.934,Q9UII6
ENSP00000419138,ENSG00000214941,ENST00000472495,0.283,0.858,PredHel=0,0.379918,"extr 20, cyto 3, mito 3, cyto_mito 3",0.961,Q19AV6
ENSP00000462445,ENSG00000196418,ENST00000472531,0.128,0.146,PredHel=0,0.776193,"nucl 15, cyto 9, extr 7",0.949,Q15973
ENSP00000476222,ENSG00000148143,ENST00000472574,0.099,0.068,PredHel=0,0.36804,"extr 14, cyto_nucl 11, nucl 9.5, cyto 7.5",0.92,U3KQU3
ENSP00000419365,ENSG00000121749,ENST00000472611,0.098,0.084,PredHel=0,0.817984,"cyto 16, extr 8, cyto_pero 8, cyto_plas 8",0.923,F8WF35
ENSP00000477120,ENSG00000117862,ENST00000472624,0.73,0.911,PredHel=1,0.336928,extr 31,0.931,V9GYV4
ENSP00000419248,ENSG00000136521,ENST00000472629,0.309,0.211,PredHel=1,0.407868,"plas 14, mito 6, extr 5, pero 3, mito_nucl 3",0.981,E7EWP0
ENSP00000420498,ENSG00000089101,ENST00000472660,0.142,0.352,PredHel=0,0.88501,"extr 25, cyto 6, cyto_nucl 4.5",0.931,C9JMV0
ENSP00000434990,ENSG00000148450,ENST00000472663,0.101,0.063,PredHel=0,0.817193,"mito 11, extr 10, cyto_nucl 5, extr_plas 5, n",0.918,H0YE51
ENSP00000418573,ENSG00000090266,ENST00000472695,0.328,0.401,PredHel=0,0.169514,"extr 16, cyto_nucl 10, nucl 8, extr_plas 8",0.923,C9IZZ2
ENSP00000419685,ENSG00000148339,ENST00000472769,0.311,0.6,PredHel=0,0.681292,"extr 18, cyto 10, mito 2",0.947,F8WEY9
ENSP00000476858,ENSG00000178467,ENST00000472796,0.118,0.108,PredHel=0,0.405346,"cyto_nucl 16, nucl 13, cyto 11, extr 7",0.945,V9GYK5
ENSP00000419356,ENSG00000204681,ENST00000472823,0.822,0.889,PredHel=0,0.5344,extr 31,0.927,F8WF38
ENSP00000433385,ENSG00000168216,ENST00000472827,0.299,0.989,PredHel=6,0.760682,plas 29,0.946,Q9NUN5
ENSP00000435709,ENSG00000198837,ENST00000472932,0.101,0.128,PredHel=0,0.916785,"extr 27, cyto_nucl 3.5, cyto 3",0.903,H0YEF0
ENSP00000475176,ENSG00000163131,ENST00000472977,0.102,0.068,PredHel=0,0.525547,"cyto 17.5, cyto_nucl 10, extr 8, mito 3",0.919,U3KPS4
ENSP00000417999,ENSG00000113810,ENST00000472991,0.11,0.046,PredHel=0,0.813023,"mito 16, cyto 9, nucl 3, extr 2",0.921,C9J578
ENSP00000474132,ENSG00000198018,ENST00000472998,0.17,0.071,PredHel=0,0.81771,"extr 12, cyto_nucl 10.3333, cyto 8, nucl 7.5,",0.924,S4R3B9
ENSP00000417671,ENSG00000163754,ENST00000473005,0.122,0.226,PredHel=0,0.936625,"extr 21, cyto 5.5, cyto_nucl 4, mito 3",0.908,C9J8R8
ENSP00000418358,ENSG00000242107,ENST00000473137,0.549,0.981,PredHel=0,0.888608,extr 32,0.968,NA
ENSP00000419556,ENSG00000183763,ENST00000473195,0.163,0.173,PredHel=0,0.896093,"extr 17, cyto 11, cyto_nucl 8.5, extr_plas 8.",0.91,E7EVC4
ENSP00000465285,ENSG00000142583,ENST00000473209,0.279,0.92,PredHel=1,0.853741,"extr 25, plas 2, mito 2, E.R. 2, E.R._mito 2",0.975,K7EJR1
ENSP00000477294,ENSG00000178252,ENST00000473238,0.169,0.22,PredHel=0,0.999274,"extr 15, cyto 8, mito 5, nucl 4, cyto_pero 4,",0.955,NA
ENSP00000470244,ENSG00000182346,ENST00000473269,0.123,0.028,PredHel=0,0.68268,"nucl 14.5, cyto_nucl 14, cyto 10.5, extr 3",0.937,P59103
ENSP00000465275,ENSG00000066651,ENST00000473273,0.197,0.339,PredHel=0,0.905204,"extr 10, cyto_nucl 10, nucl 8, cyto 8, mito 5",0.936,K7EJQ4
